影像号,reader,input_status,pipeline_status,structural_state,habitat_present,extractable,status,failure_class,failure_reason,R_high__original_firstorder_10Percentile,R_high__original_firstorder_90Percentile,R_high__original_firstorder_Energy,R_high__original_firstorder_Entropy,R_high__original_firstorder_InterquartileRange,R_high__original_firstorder_Kurtosis,R_high__original_firstorder_Maximum,R_high__original_firstorder_Mean,R_high__original_firstorder_MeanAbsoluteDeviation,R_high__original_firstorder_Median,R_high__original_firstorder_Minimum,R_high__original_firstorder_Range,R_high__original_firstorder_RobustMeanAbsoluteDeviation,R_high__original_firstorder_RootMeanSquared,R_high__original_firstorder_Skewness,R_high__original_firstorder_TotalEnergy,R_high__original_firstorder_Uniformity,R_high__original_firstorder_Variance,R_high__original_glcm_Autocorrelation,R_high__original_glcm_ClusterProminence,R_high__original_glcm_ClusterShade,R_high__original_glcm_ClusterTendency,R_high__original_glcm_Contrast,R_high__original_glcm_Correlation,R_high__original_glcm_DifferenceAverage,R_high__original_glcm_DifferenceEntropy,R_high__original_glcm_DifferenceVariance,R_high__original_glcm_Id,R_high__original_glcm_Idm,R_high__original_glcm_Idmn,R_high__original_glcm_Idn,R_high__original_glcm_Imc1,R_high__original_glcm_Imc2,R_high__original_glcm_InverseVariance,R_high__original_glcm_JointAverage,R_high__original_glcm_JointEnergy,R_high__original_glcm_JointEntropy,R_high__original_glcm_MCC,R_high__original_glcm_MaximumProbability,R_high__original_glcm_SumAverage,R_high__original_glcm_SumEntropy,R_high__original_glcm_SumSquares,R_high__original_gldm_DependenceEntropy,R_high__original_gldm_DependenceNonUniformity,R_high__original_gldm_DependenceNonUniformityNormalized,R_high__original_gldm_DependenceVariance,R_high__original_gldm_GrayLevelNonUniformity,R_high__original_gldm_GrayLevelVariance,R_high__original_gldm_HighGrayLevelEmphasis,R_high__original_gldm_LargeDependenceEmphasis,R_high__original_gldm_LargeDependenceHighGrayLevelEmphasis,R_high__original_gldm_LargeDependenceLowGrayLevelEmphasis,R_high__original_gldm_LowGrayLevelEmphasis,R_high__original_gldm_SmallDependenceEmphasis,R_high__original_gldm_SmallDependenceHighGrayLevelEmphasis,R_high__original_gldm_SmallDependenceLowGrayLevelEmphasis,R_high__original_glrlm_GrayLevelNonUniformity,R_high__original_glrlm_GrayLevelNonUniformityNormalized,R_high__original_glrlm_GrayLevelVariance,R_high__original_glrlm_HighGrayLevelRunEmphasis,R_high__original_glrlm_LongRunEmphasis,R_high__original_glrlm_LongRunHighGrayLevelEmphasis,R_high__original_glrlm_LongRunLowGrayLevelEmphasis,R_high__original_glrlm_LowGrayLevelRunEmphasis,R_high__original_glrlm_RunEntropy,R_high__original_glrlm_RunLengthNonUniformity,R_high__original_glrlm_RunLengthNonUniformityNormalized,R_high__original_glrlm_RunPercentage,R_high__original_glrlm_RunVariance,R_high__original_glrlm_ShortRunEmphasis,R_high__original_glrlm_ShortRunHighGrayLevelEmphasis,R_high__original_glrlm_ShortRunLowGrayLevelEmphasis,R_high__original_glszm_GrayLevelNonUniformity,R_high__original_glszm_GrayLevelNonUniformityNormalized,R_high__original_glszm_GrayLevelVariance,R_high__original_glszm_HighGrayLevelZoneEmphasis,R_high__original_glszm_LargeAreaEmphasis,R_high__original_glszm_LargeAreaHighGrayLevelEmphasis,R_high__original_glszm_LargeAreaLowGrayLevelEmphasis,R_high__original_glszm_LowGrayLevelZoneEmphasis,R_high__original_glszm_SizeZoneNonUniformity,R_high__original_glszm_SizeZoneNonUniformityNormalized,R_high__original_glszm_SmallAreaEmphasis,R_high__original_glszm_SmallAreaHighGrayLevelEmphasis,R_high__original_glszm_SmallAreaLowGrayLevelEmphasis,R_high__original_glszm_ZoneEntropy,R_high__original_glszm_ZonePercentage,R_high__original_glszm_ZoneVariance,R_high__original_ngtdm_Busyness,R_high__original_ngtdm_Coarseness,R_high__original_ngtdm_Complexity,R_high__original_ngtdm_Contrast,R_high__original_ngtdm_Strength,R_high__original_shape_Elongation,R_high__original_shape_Flatness,R_high__original_shape_LeastAxisLength,R_high__original_shape_MajorAxisLength,R_high__original_shape_Maximum2DDiameterColumn,R_high__original_shape_Maximum2DDiameterRow,R_high__original_shape_Maximum2DDiameterSlice,R_high__original_shape_Maximum3DDiameter,R_high__original_shape_MeshVolume,R_high__original_shape_MinorAxisLength,R_high__original_shape_Sphericity,R_high__original_shape_SurfaceArea,R_high__original_shape_SurfaceVolumeRatio,R_high__original_shape_VoxelVolume
IMG-5E300BF54E,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-C5085CA1DF,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-0B34BD3AA7,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-4DA2D1C308,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-8E80801B31,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-218FC1F5F4,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-6503C91771,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-D53B868EF7,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-C9A32358E2,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-73EC16A018,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-ABE2BDFA58,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-70A9D26F9D,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-6E71728D0A,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-23A7063684,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-35F9CC61BB,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-40F7945830,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-86B97F5EA4,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-C96DEADDCC,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-2B3A14E938,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-4A7EB02AA5,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-75AAF241EB,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-F3334A786F,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-221E334705,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-F23C8BACCE,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-EB5661F755,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-4058D9DB94,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-541979D707,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-101973A652,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-08DAD293D8,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-AF33632FA3,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-C0A4DCF961,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-E1FBDC8477,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-1C3C176B7E,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-964D61E27E,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-570F46402F,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-94107097DD,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-CE3932CEDA,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-0BB0F6A309,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-59B11B70B9,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-66019C89DD,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-C645016C68,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-9100D2E107,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-983E2BC02B,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-59057F2048,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-B5F9077483,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-BC8AB8F6A4,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-BA39BCD54C,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-D79FE4D26B,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-18C718D733,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-CEF96B0BDF,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-F48A5C5E70,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-45C8FC8645,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-056BB79AE2,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-048378B0B0,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-5B62E67F31,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-ADCAE30DC9,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-25FD3B5DE5,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-52C0E1D917,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-D898F4BC7F,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-99E65D7E1C,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-D31CF4ABF7,R2,available,success,dual-habitat,1.0,1,extractable,none,,2.7055880784988404,4.651095914840698,80584.76866768743,3.6226563560276235,1.1154369115829468,2.5717120574643557,6.087264060974121,3.7056203818185907,0.620284217772711,3.7309921979904175,1.2043697834014893,4.882894277572632,0.45830466176481716,3.780627995878769,-0.14728655700998478,161169.53733537483,0.09138245129053206,0.5615256290729596,144.38443236712598,1749.863376036826,-23.71431425807375,26.522802449087745,6.774330245783004,0.5920086783072406,1.9876688258976776,2.5715974939799575,2.779027068103649,0.4584702970824964,0.38626502057469847,0.9854268291170972,0.9180851080040406,-0.10339713444206135,0.707825550890182,0.3812983508179549,11.80849805354549,0.012607897485929772,6.729803222509939,0.6096791860134516,0.027353538510954917,23.616996107090984,4.3758459994655805,8.324283173717681,6.647141366898701,675.4913089748138,0.1198104485588531,6.191111951145883,515.2142603760199,9.1643935183152,138.92550549840368,27.297623270663355,4299.919120255409,0.21323193384074834,0.01070450481141792,0.15614281389966211,17.77131741490351,0.0028381345921508804,435.64606607420956,0.08966191618167671,9.445541101984208,136.67554821652703,1.5448673245915263,220.23106970911314,0.015551620849357736,0.011103349786493667,4.297971120917636,3701.371777805827,0.7608686598479474,0.8617622179168828,0.1952530824156805,0.8949012442433243,120.67650395027201,0.010228990280566053,68.36320754716981,0.08061699003203987,13.968494126023494,105.29716981132076,1348.0566037735848,236057.554245283,8.312864622274791,0.02003182980418494,286.35377358490564,0.3376813367746529,0.6027907083575841,62.051148422676846,0.013987915357037934,6.054847132392703,0.15040794608017027,1303.8529225258098,2.1745645474728295,0.0016988230637078603,246.32445136661323,0.0582803252342541,0.25650444683637236,0.8299337545088896,0.5476178570040315,21.333322811917185,38.95658722421853,43.86342439892261,40.70626487409524,40.1621712560464,46.08687448721165,11153.083333333334,32.33138669784872,0.4761337859370173,5070.122154994785,0.4545937659984714,11275.999999999998
IMG-D3F91516C3,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-31AB090078,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-65C0968A2E,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-200CA22DBE,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-CEDD7846C8,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-70D081DD25,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-6685A85474,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG-55BC476FD3,R2,not_available,not_available,not_available,,0,not_available,reader_input_unavailable,reader_input_missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
